0,1,2,3,4,5
government official/diplomat,NG,915-963-6296,under surveillance,2008-08-09,2029-08-24
academic researcher,AR,343-770-8743,under development,2011-02-27,2030-05-22
freelance photographer,PT,390-622-7218,under surveillance,2013-01-16,2026-03-08
law enforcement officer,FR,451-322-8771,burned,2007-03-08,2027-12-23
finance/investment analyst,EG,105-133-4379,compromised,2005-10-05,2030-12-05
construction worker/engineer,PL,114-998-6444,burned,2016-04-12,2034-07-09
environmental activist,ZM,341-882-5380,active,2011-10-10,2034-05-26
social media influencer,CN,178-718-9179,emergency extraction,2009-09-06,2032-06-20
food/culinary expert,ZA,712-493-6192,burned,2015-01-05,2029-12-11
environmental activist,BR,155-748-5256,deep cover,2021-11-02,2026-07-11
journalist/reporter,ID,986-352-2058,inactive,2013-01-31,2032-08-25
arts connoisseur,US,973-702-6881,under review,2010-09-28,2030-05-18
social media influencer,PH,871-115-9541,under surveillance,2017-01-07,2028-05-31
security specialist,PA,625-803-3834,deep cover,2005-09-29,2034-04-18
security specialist,BR,940-711-8391,inactive,2004-02-06,2030-09-02
academic researcher,PT,494-997-1727,deep cover,2015-11-30,2024-03-07
finance/investment analyst,ID,453-439-3210,under development,2019-02-27,2030-01-12
tourist/traveler,FR,405-336-8825,inactive,2005-04-25,2033-06-29
humanitarian worker,CN,443-980-7118,under review,2006-12-06,2027-07-12
travel blogger/reviewer,RU,185-145-2053,compromised,2012-05-30,2029-03-05
medical professional,ES,939-115-7237,under surveillance,2004-11-26,2034-06-18
law enforcement officer,RU,280-460-6614,deep cover,2018-06-28,2029-11-13
social media influencer,PT,546-259-2366,compromised,2013-04-30,2032-08-07
academic researcher,AM,279-658-5213,inactive,2013-04-09,2031-11-03
medical professional,GR,757-896-2025,compromised,2018-03-15,2031-04-30
social media influencer,PE,885-937-7545,infiltration,2008-08-13,2023-04-09
humanitarian worker,RU,282-184-1877,under surveillance,2023-02-13,2024-04-06
construction worker/engineer,AR,825-397-6068,active,2012-02-23,2028-03-05
tourist/traveler,FR,292-121-5295,under review,2004-04-25,2033-04-30
journalist/reporter,SE,168-799-1242,infiltration,2008-12-27,2024-03-18
freelance photographer,UA,114-228-6465,active,2018-01-15,2032-05-29
tech entrepreneur,PL,329-450-9681,under development,2016-07-23,2030-06-19
entertainment insider,AZ,800-731-6431,under surveillance,2005-04-04,2031-04-14
environmental activist,CN,333-861-3833,under review,2010-07-07,2026-02-14
environmental activist,DM,946-375-3266,emergency extraction,2019-11-22,2031-11-05
security specialist,LB,312-510-4451,inactive,2008-09-14,2024-02-07
humanitarian worker,AR,543-462-2030,under development,2016-04-25,2028-02-17
business consultant,CO,467-596-8066,under review,2012-05-31,2023-06-30
environmental activist,JO,164-973-5089,active,2010-03-22,2024-07-05
corporate executive,ID,492-660-8180,under development,2009-06-26,2028-01-05
law enforcement officer,CN,879-234-8533,deep cover,2011-06-03,2028-11-21
travel blogger/reviewer,JP,588-809-9040,compromised,2007-07-30,2032-07-02
construction worker/engineer,LT,211-369-6437,burned,2008-07-29,2031-03-10
government official/diplomat,CN,827-305-4671,active,2004-03-26,2028-07-17
security specialist,CN,909-881-2220,emergency extraction,2017-03-10,2033-03-18
freelance photographer,CN,615-146-3993,deep cover,2017-03-10,2026-12-27
finance/investment analyst,ID,929-863-6970,under surveillance,2016-11-30,2033-07-04
finance/investment analyst,NA,999-613-0094,active,2004-04-06,2028-12-07
travel blogger/reviewer,ID,315-519-7243,under surveillance,2011-07-08,2023-03-02
government official/diplomat,CN,987-888-1374,under surveillance,2022-06-07,2025-09-02
