0,1,2,3,4,5
2007-06-06,2032-09-29,427 809 9086,Khartoum,SD,interception
2009-03-24,2032-04-22,875 809 5649,Sredno Konjare,MK,ongoing
2020-10-15,2030-12-10,722 687 4074,Khartoum,SD,covert action
2009-08-21,2012-10-06,713 984 0440,Yoshkar-Ola,RU,completed
2021-12-10,2034-01-26,646 808 6809,Tatarka,RU,covert action
2016-02-04,2020-05-28,795 281 2806,Babat,ID,infiltration
2005-09-01,2008-11-14,170 998 4088,Jiangjiazui,CN,covert action
2023-07-25,2030-01-20,490 906 8905,Khartoum,SD,counterintelligence
2008-12-06,2030-04-17,925 609 3050,Jiujie,CN,under review
2018-11-05,2034-08-27,367 978 7636,Cibojong,ID,covert action
2022-04-21,2031-05-31,315 632 0020,Khartoum,SD,undercover
2022-10-29,2021-05-31,706 376 0898,Lingyuan,CN,covert
2012-09-28,2009-01-22,412 878 7897,Velingrad,BG,under review
2016-11-25,2015-05-01,705 616 5044,Khartoum,SD,extraction
2014-12-19,2014-10-04,189 127 0053,Esil,KZ,under review
2010-12-04,2014-09-05,507 698 1428,Lixu,CN,covert action
2010-12-11,2015-09-06,468 775 9601,Biao,PH,infiltration
2009-06-08,2032-04-05,552 272 3387,Khartoum,SD,ongoing
2018-02-23,2006-02-06,135 188 1953,Guohe,CN,cancelled
2009-07-16,2025-07-27,193 187 6592,Kotablolong,ID,compromised
2021-01-11,2024-05-24,502 761 2466,Estaca,PH,reconnaissance
2009-03-18,2016-08-03,936 532 9060,Conroe,US,interception
2005-02-24,2007-12-20,899 613 6581,Puricay,PH,counterintelligence
2018-03-22,2016-05-08,826 342 4392,Khartoum,SD,cancelled
2022-06-06,2018-11-04,960 784 2260,Jiashi,CN,extraction
2013-03-05,2006-07-23,912 834 1203,El Guamo,CO,infiltration
2007-06-19,2010-03-17,373 255 6956,Klumbu,ID,covert action
2014-08-28,2033-03-26,550 452 0125,Khartoum,SD,cancelled
2021-04-01,2016-01-07,931 537 9120,Kebonan,ID,interception
2023-12-13,2033-08-08,845 425 0861,Khartoum,SD,counterintelligence
2017-02-23,2020-05-31,112 325 2268,Budapest,HU,reconnaissance
2016-07-11,2028-07-20,728 371 3632,Khartoum,SD,interception
2022-07-09,2032-03-14,951 358 4867,Wukeshu,CN,under review
2023-02-01,2018-11-25,169 887 1618,Aoufous,MA,delayed
2009-11-17,2007-06-08,967 304 4980,Dongguang,CN,interception
2012-05-14,2031-02-16,757 957 3542,Norfolk,US,cancelled
2024-01-05,2020-11-23,275 769 4334,Moreira de Geraz do Lima,PT,surveillance
2021-02-08,2007-06-29,867 901 8061,Khartoum,SD,under review
2021-03-19,2017-10-11,932 167 7459,Armstrong,CA,under review
2008-02-10,2015-09-19,205 521 3855,Louriceira,PT,interception
2018-07-07,2028-08-29,996 333 7284,Khartoum,SD,active
2014-03-18,2017-06-15,100 558 8645,Khartoum,SD,compromised
2006-08-27,2010-01-04,612 368 6765,Alenquer,PT,reconnaissance
2023-12-15,2034-03-30,552 820 6505,Khartoum,SD,covert
2021-02-24,2024-04-22,952 295 1502,Sumpur Kudus,ID,extraction
2022-12-25,2025-11-30,726 663 3173,Khartoum,SD,interception
2011-08-11,2033-02-07,367 920 8234,Boavista,PT,extraction
2021-04-28,2033-09-22,362 574 0480,Khartoum,SD,covert
2018-12-25,2028-09-26,888 264 4067,Khartoum,SD,undercover
