0,1,2,3,4,5
2005-12-30,2008-10-29,303 126 1215,Pitkyaranta,RU,rescue
2019-07-26,2034-12-23,481 352 3426,Jilib,SO,surveillance
2007-02-20,2029-09-04,849 910 3694,Libas,PH,ongoing
2006-05-02,2024-08-07,654 639 1366,Ţūlkarm,PS,active
2013-04-02,2032-12-10,794 188 2769,Arcueil,FR,infiltration
2016-11-27,2027-08-17,816 240 4460,Fushui,CN,undercover
2015-11-15,2025-07-20,516 205 8570,Reconquista,AR,cancelled
2013-04-06,2006-11-14,682 570 6357,Dobryanka,RU,undercover
2018-09-11,2020-10-06,939 737 3817,Trinidad,BO,under review
2019-12-18,2009-12-03,834 694 1877,Lidong,CN,delayed
2018-03-23,2010-01-14,908 253 1657,Fujioka,JP,interception
2007-06-09,2007-11-25,526 564 6300,Kičevo,MK,undercover surveillance
2007-08-12,2035-01-19,381 792 5755,Lindome,SE,under review
2021-01-14,2030-03-17,992 168 5074,Hai’an,CN,covert action
2008-08-27,2015-05-13,614 477 2609,Aţ Ţawīlah,YE,rescue
2006-05-02,2006-09-16,503 339 8985,Xiongzhou,CN,rescue
2009-06-11,2029-02-08,127 709 9479,Wates,ID,undercover surveillance
2010-06-18,2011-04-30,437 463 2608,Balabag,PH,rescue
2021-05-23,2022-04-17,158 881 5982,Hotonj,BA,undercover surveillance
2013-03-18,2023-05-07,453 852 8864,Porto Ferreira,BR,cancelled
2005-01-29,2012-04-04,753 437 0858,Jiguan,CN,reconnaissance
2007-04-18,2008-05-10,722 578 7744,Combita,CO,undercover surveillance
2010-11-26,2021-03-03,575 281 3806,Taobei,CN,rescue
2015-11-27,2024-01-08,570 470 8453,Wilkes Barre,US,surveillance
2012-11-11,2012-07-10,427 603 4997,Smarhon’,BY,covert
2007-11-16,2018-03-04,855 700 1810,La Palma,MX,covert action
2009-07-16,2009-05-07,186 300 2095,Mbanza Congo,AO,surveillance
2021-11-01,2025-01-19,595 756 2477,Lapuan,PH,infiltration
2006-01-26,2024-06-21,345 407 3849,Mineralnye Vody,RU,covert action
2009-09-23,2032-02-18,838 788 5360,Youyang,CN,undercover
2008-04-02,2024-04-03,732 638 6552,Iles,CO,extraction
2005-05-13,2026-10-19,722 834 3480,Monte Novo,PT,delayed
2006-09-21,2011-02-28,921 770 4735,Xiangshan,CN,compromised
2023-06-08,2028-05-14,528 807 5671,Lluidas Vale,JM,covert
2018-01-08,2020-11-01,736 360 3231,Nis’oni,ID,extraction
2017-04-06,2030-10-17,487 518 9809,Libu,CN,active
2006-11-28,2034-07-10,860 211 4298,Huapi,CN,ongoing
2022-11-12,2015-01-01,783 401 3639,Salerno,IT,under review
2019-03-29,2019-12-26,162 918 4369,Mooka,JP,delayed
2017-04-11,2019-10-31,730 467 1885,Camaçari,BR,high priority
2015-02-09,2009-07-04,963 147 8896,Beigao,CN,compromised
2015-06-08,2012-06-17,667 526 0937,Daykitin,PH,ongoing
2021-07-03,2025-11-03,506 246 6339,Horana South,LK,completed
2009-02-17,2018-03-11,382 350 3364,Itaperuna,BR,covert
2016-11-13,2031-11-02,455 162 9483,Mascote,BR,reconnaissance
2016-09-15,2025-10-16,838 126 7318,El Ksour,TN,undercover
2022-05-26,2028-08-27,907 479 3176,Mashava,ZW,undercover
2012-12-15,2021-07-27,973 364 2596,Lakki Marwat,PK,covert
2019-05-01,2023-01-30,644 697 9358,Collingwood,CA,infiltration
2020-12-30,2030-03-25,497 217 1302,Bhalil,MA,covert action
2015-09-17,2019-10-03,117 908 7172,Puerto Bello,PH,reconnaissance
