0,1,2,3,4,5
2013-03-15,2007-11-29,359 325 9576,Bilo,ID,infiltration
2021-05-26,2023-05-04,907 511 5026,Kenarilang,ID,ongoing
2008-10-11,2006-06-10,851 128 2443,Hane,ID,high priority
2015-12-17,2016-08-05,187 685 5145,Merlo,AR,infiltration
2011-09-04,2023-01-27,436 543 6798,Deqing,CN,under review
2017-02-10,2018-06-20,784 693 5924,Sophia Antipolis,FR,under review
2019-06-24,2024-07-19,465 732 5983,Makati City,PH,covert
2014-04-01,2013-06-09,353 290 2995,Al Lubban al Gharbī,PS,reconnaissance
2016-12-18,2026-02-02,666 378 6458,Buarcos,PT,delayed
2011-05-16,2011-06-05,193 564 5890,Lat Lum Kaeo,TH,under review
2017-05-17,2032-11-17,960 868 5567,Sasolburg,ZA,covert
2005-10-02,2015-03-29,294 951 9568,Sinarharapan,ID,surveillance
2006-08-15,2020-06-07,816 491 5786,Ogwashi-Uku,NG,high priority
2005-05-13,2029-01-27,317 642 0381,Sobontoro,ID,covert action
2008-03-15,2012-10-20,453 685 8780,Sobontoro,ID,extraction
2016-12-29,2007-04-27,673 726 9892,Glafirovka,RU,counterintelligence
2008-08-30,2016-09-13,993 419 7266,Milwaukee,US,cancelled
2012-05-13,2025-04-13,523 761 3034,Ankazobe,MG,completed
2022-08-15,2014-12-11,170 791 5457,Usicayos,PE,surveillance
2007-08-12,2011-12-28,287 764 1409,Kurgan,RU,covert action
2019-09-16,2009-01-14,953 682 3164,Zorgo,BF,active
2019-03-22,2016-02-15,406 138 6036,Bucu Kidul,ID,extraction
2013-06-01,2009-12-14,160 768 3868,Zhongnan,CN,undercover
2014-05-25,2013-06-24,563 910 7637,Oviedo,DO,rescue
2013-09-27,2030-01-15,255 858 0585,Banjar Buahan,ID,rescue
2008-10-17,2024-04-16,839 766 1932,Ad Dabbah,SD,rescue
2023-12-11,2024-12-07,345 732 4505,Daet,PH,high priority
2007-03-02,2026-11-15,668 653 8868,Meicheng,CN,rescue
2018-12-31,2026-12-03,996 430 3700,San Isidro de Lules,AR,undercover surveillance
2009-09-02,2014-06-03,487 577 3951,Guane,CU,interception
2023-09-14,2030-01-22,961 531 9358,Sobontoro,ID,surveillance
2021-07-09,2023-09-26,776 503 9482,Laka,ID,completed
2017-07-29,2010-12-09,933 964 6924,Sobontoro,ID,delayed
