0,1,2,3,4,5
2016-12-21,2032-09-06,582 558 5248,Villeurbanne,FR,under review
2014-07-11,2008-11-27,300 367 5332,Lanta Timur,ID,cancelled
2011-09-28,2024-05-04,282 593 4845,Cabreúva,BR,undercover surveillance
2011-09-20,2019-01-01,170 595 6214,Liozon,PH,reconnaissance
2023-05-28,2026-02-26,296 120 3561,Zhongguanyi,CN,extraction
2018-06-16,2027-04-28,123 386 7262,Jangas,PE,active
2013-05-16,2025-03-27,470 185 1792,Vichuga,RU,interception
2012-11-20,2009-06-06,503 332 9455,Bei’an,CN,cancelled
2005-09-09,2023-08-02,253 746 6721,Nuevitas,CU,cancelled
2020-09-13,2024-04-12,987 502 6147,Aroa,VE,compromised
2022-10-01,2028-12-27,511 360 8609,Hobart,AU,extraction
2015-07-19,2007-08-08,908 895 6174,Niverville,CA,delayed
2016-09-10,2028-04-27,258 526 3549,Zaječar,RS,covert action
2022-01-05,2007-03-01,332 488 4303,Terara,ID,interception
2018-06-16,2033-02-09,125 483 2153,Ouzini,KM,covert
2013-02-14,2015-07-28,713 430 5653,Houston,US,counterintelligence
2022-09-16,2021-11-19,909 991 5617,São Tomé,ST,surveillance
2018-02-28,2018-03-31,370 400 7371,Bicaj,AL,undercover surveillance
2005-09-25,2027-05-11,223 350 2559,Demyansk,RU,high priority
2016-11-15,2027-02-10,847 279 0600,Tual,ID,infiltration
2016-07-24,2011-07-31,258 489 0440,Netolice,CZ,covert
2008-01-03,2029-03-08,634 259 9835,Tapes,BR,undercover
2010-07-11,2026-02-22,856 778 1150,Dobrzeń Wielki,PL,surveillance
2007-07-11,2032-01-14,878 962 2619,Nubma,CN,ongoing
2007-09-03,2019-09-07,299 205 1335,Qinxi,CN,cancelled
2015-06-13,2019-12-27,486 895 3247,Pulau Pinang,MY,compromised
2019-05-18,2022-01-23,530 531 9220,Oravais,FI,undercover
2013-09-20,2019-01-03,787 575 0548,Sinjil,PS,compromised
2013-01-29,2006-05-05,337 884 7216,Nantes,FR,active
2013-12-05,2012-11-21,295 365 4856,Businga,CD,completed
2016-11-02,2022-06-19,641 940 4905,Ankou,CN,undercover
2012-07-19,2026-07-31,407 237 3570,Tunduma,TZ,under review
2018-06-26,2034-08-12,859 582 7023,Lexington,US,under review
2006-06-27,2017-01-06,920 642 3356,Cisownica,PL,rescue
2005-09-04,2014-06-20,471 141 3114,Tarłów,PL,delayed
2021-07-03,2026-07-13,984 895 1303,Paizhou,CN,rescue
2019-01-14,2018-03-06,755 466 3642,Lunel,FR,delayed
2007-01-04,2034-10-09,915 585 3340,Kangmei,CN,infiltration
2008-02-24,2033-03-25,797 769 0511,Lukrejo,ID,covert
2013-07-16,2015-10-03,285 919 7757,Jiancheng,CN,interception
2008-02-21,2013-10-21,427 292 0222,Villa Santa Rita,AR,interception
2011-07-13,2016-11-17,845 231 8267,Jelbuk,ID,compromised
2020-03-08,2011-04-01,484 660 5713,Yamethin,MM,covert action
2023-02-22,2028-05-30,695 431 0197,Podporozh’ye,RU,compromised
2015-05-21,2017-12-11,767 520 0742,Bama,NG,compromised
2011-10-19,2018-09-12,991 618 3342,Pedaringan,ID,under review
2021-03-29,2015-05-24,925 933 3670,Huangshi,CN,counterintelligence
2007-04-13,2017-03-31,650 828 1036,Seixal,PT,delayed
2019-05-22,2032-03-10,984 994 4330,Dordrecht,NL,cancelled
2011-01-11,2032-03-06,842 622 6445,Edsbyn,SE,extraction
2020-11-29,2024-04-03,289 552 3754,La Falda,AR,covert action
2005-09-03,2024-01-25,547 298 0497,Curpahuasi,PE,covert action
2020-03-28,2008-12-30,930 799 8565,Shireet,MN,rescue
2010-04-21,2023-06-04,614 813 3877,Edineţ,MD,completed
2006-03-13,2011-07-28,911 220 9069,Chishtiān Mandi,PK,covert
2018-03-11,2016-04-04,215 279 4366,Paprotnia,PL,undercover
2021-06-27,2025-05-18,542 744 9720,Rio Grande da Serra,BR,under review
2010-03-13,2015-03-11,500 384 2673,Getahovit,AM,covert
2011-06-08,2016-01-08,360 857 8612,Liboran,PH,compromised
2005-10-14,2025-03-07,126 783 3440,Buena Esperanza,AR,ongoing
2021-04-28,2015-10-01,848 887 7633,Masis,AM,active
2022-08-16,2029-11-04,822 312 9979,Escola,PT,infiltration
2019-07-01,2033-07-20,123 389 8044,Jianshe,CN,high priority
2007-01-23,2028-05-30,775 299 0516,Tewulike,CN,active
2014-04-06,2020-06-21,247 487 4414,Ikang,NG,ongoing
2018-02-26,2021-05-27,334 807 0340,Pictou,CA,covert
2008-11-14,2029-07-08,185 635 9951,Naga,ID,ongoing
2007-04-15,2006-07-13,448 907 6562,Xinning,CN,under review
2010-10-16,2034-02-27,622 102 4010,Xinzhou,CN,delayed
2020-05-01,2020-11-25,462 659 9879,Altona,CA,infiltration
2023-01-29,2019-08-01,823 119 2544,Novopokrovskaya,RU,extraction
2015-01-26,2020-09-24,783 751 4738,Paulpietersburg,ZA,completed
2011-06-30,2008-08-27,610 270 7294,Yangp'yŏng,KR,covert action
2019-02-11,2016-10-04,202 402 8131,Washington,US,surveillance
2022-03-01,2034-02-07,199 861 3091,Heichengzi,CN,interception
2013-05-26,2021-04-07,401 888 9842,Borås,SE,infiltration
2019-05-10,2025-09-03,238 689 5512,Alençon,FR,reconnaissance
2007-05-15,2025-11-14,712 609 4650,Xigaoshan,CN,reconnaissance
2021-02-24,2008-12-07,344 246 8337,Morden,CA,undercover
2021-12-11,2034-01-30,332 827 3846,Beiqijia,CN,undercover surveillance
2013-09-24,2019-07-19,517 195 8328,Chongjin,KP,compromised
2008-02-01,2020-10-24,778 961 3794,Zielona Góra,PL,undercover surveillance
2011-11-24,2033-06-25,628 978 5388,Portariá,GR,undercover surveillance
2006-02-04,2014-09-09,376 454 7683,Khu Khan,TH,covert
2005-09-02,2034-01-31,456 454 8306,Kemang,ID,compromised
2007-08-15,2025-03-25,735 869 7653,Hongqi,CN,rescue
2022-11-27,2018-06-27,519 327 3969,Shihudang,CN,undercover
2006-05-05,2016-09-07,521 521 2753,Donskoye,RU,infiltration
2008-02-01,2025-09-13,800 666 3517,Salimbalan,PH,interception
2021-04-16,2024-12-25,767 512 0517,Visoko,BA,interception
2010-09-01,2013-07-16,330 223 8988,Chaiyaphum,TH,surveillance
2020-04-06,2031-01-20,657 136 2400,La Soledad,MX,completed
2011-01-28,2031-09-07,808 598 2897,Nemours,FR,cancelled
2014-03-30,2018-03-14,688 478 2109,Pulo,PH,covert action
2005-10-04,2028-12-23,387 566 1680,Périgny,FR,rescue
2010-01-07,2007-09-26,463 251 8267,Yaogu,CN,extraction
2022-06-29,2025-07-22,565 179 0903,Sepanjang,ID,reconnaissance
2017-03-16,2031-07-14,118 340 1601,Jarash,JO,cancelled
2022-01-21,2010-05-08,138 527 2198,Jiefang,CN,delayed
2020-03-25,2022-03-09,919 930 8079,Periyiáli,GR,reconnaissance
2008-04-02,2011-06-10,407 153 7952,Buenos Aires,PE,extraction
2022-05-12,2032-05-03,741 263 3685,Obernai,FR,counterintelligence
2023-11-16,2020-05-01,211 783 2646,Padre Paraíso,BR,interception
2016-05-01,2010-03-22,208 669 8233,Killorglin,IE,active
2020-06-09,2029-04-08,946 825 4564,Tangnanzhen,CN,compromised
2010-02-24,2028-09-09,711 663 0984,Baun,ID,covert action
2010-11-01,2020-05-19,724 178 6864,Gampang,ID,compromised
2005-09-28,2016-01-10,897 326 7430,Catarman,PH,covert
2010-07-13,2022-11-12,750 434 1256,Huangjingba,CN,under review
2023-01-11,2019-08-26,670 247 1673,Noşratābād,IR,reconnaissance
2008-08-23,2019-08-03,331 689 7514,Begang,PH,cancelled
2022-06-07,2029-04-13,281 901 1221,Katy,US,counterintelligence
2006-04-27,2021-12-25,486 461 1851,Tegarenkrajan,ID,interception
2012-06-11,2025-07-20,658 168 7319,Mariposa,PE,cancelled
2022-06-20,2021-02-28,250 187 5799,São João da Boa Vista,BR,cancelled
2010-09-04,2011-05-19,932 983 3346,Wadung,ID,extraction
2014-08-31,2011-10-22,345 263 0431,Niepos,PE,covert
2009-06-26,2017-06-21,394 651 8200,Banatski Dvor,RS,surveillance
2013-07-04,2017-10-25,166 649 7755,Uppsala,SE,extraction
2014-07-11,2014-05-27,701 436 6792,Los Charrúas,AR,completed
2012-02-15,2008-10-20,926 335 0974,Shuitai,CN,undercover
